,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,税费解析,周边配套,售房详情,权属抵押,交通出行,适宜人群,装修描述,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格,别墅类型
2461,新城首府国际公寓 1室1厅 南,52万,12786,钟楼区五星,新城首府国际公寓,1室1厅1厨1卫,低楼层 (共21层),40.67㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,三梯五十二户,有,暂无数据,2021-10-13,商品房,暂无数据,商住两用,暂无数据,共有,有抵押,未上传房本照片,,,,,,,,,,,,,民水,民电,,
2462,凯纳商务广场 1室1厅 南,50万,12736,钟楼区五星,凯纳商务广场,1室1厅1厨1卫,高楼层 (共60层),39.26㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,六梯二十三户,有,暂无数据,2023-02-18,商品房,2023-11-29,商住两用,未满两年,共有,无抵押,已上传房本照片,,,,,,,,,,,,,民水,民电,2.45元/m3,
2463,全明通透三房 ，采光好，大客厅 ，得房率高，空中花园,210万,19091,钟楼区五星,蓝天新苑,1室1厅1厨1卫,低楼层 (共2层),110㎡,暂无数据,暂无数据,暂无数据,西,未知结构,简装,暂无数据,暂无数据,暂无数据,2021-07-10,商品房,暂无数据,商业,暂无数据,共有,无抵押,未上传房本照片,全明通透三房 ，采光好，大客厅 ，得房率高，空中花园,小区介绍： 1、小区边生活设施齐全、菜市场、银行、交通便捷； 2、小区内设有健身器材，小型篮球场和社区活动所，可供小区居民使用； 3、小区内停车位充足，建有地上停车场和地下车库； 4、小区内24小时保安巡逻。,,"：
税费解析： 90平以内首套房契税1%，二套房1%，三套或以上3% 2、90平以上首套房契税1.5%，二套房2%，三套或以上3% 3、不满两年增值税5.6%，满两年免增值税 4、满五年唯一免个税1%",配套： 五星公园、青枫公园、800米运河公园风光带，工商银行、中国银行、农业银行、江南银行等众多，地铁二号线，公交258，39路，Y1和B23，龙湖天街和大润发,,,,,,,,,,,
2464,新城 首 府公寓    一室一厅   房东诚心出售,48万,11803,钟楼区五星,新城首府国际公寓,1室1厅1厨1卫,高楼层 (共21层),40.67㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,三梯五十户,有,暂无数据,2022-09-12,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,新城国际公寓位于西新桥，交通便利，brt相邻，70年产权,,,,,业主处理多余资产，预约随时看房，业主随时可以签约，。。。。。,,公交：乘B12、B1、205路、31路、36路、40路、1路等公交车在万福路站下车即可,,房屋为新城开发商统一精装交付，设计合理，储藏空间足，无浪费，厨具，卫浴都是品牌,,,,,,
2465,西新桥三村两房中间楼层，总价低，可公积金,64万,9661,钟楼区五星,西新桥三村251-259,2室1厅1厨1卫,中楼层 (共6层),66.25㎡,暂无数据,暂无数据,板塔结合,南 北,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-03-16,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房满五年唯一，两房朝南，采光好，看房提前预约。,小区位于钟楼区西新桥板块，板块内配套成熟，小区为楼梯房，使用率高，生活方便。,,,,此房业主诚心出售，产权清晰，无抵押，无纠纷，业主置换出售，看中再谈。,,,此房面积小，总价低，可用公积金，适合低首付，低月供的刚需人群。,,,,,,,
2466,新城公寓一居室户型，精装，业主诚心出售,66万,11786,钟楼区五星,新城首府国际公寓,1室1厅1厨1卫,低楼层 (共25层),56㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,暂无数据,暂无数据,暂无数据,2023-03-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房满5年，一居室户型，精装，业主诚心出售,,,契税：A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权.额征收5.6% 个人所得税：不满5年征1%,设施齐 银行 菜场 商场 饮食近在咫尺 生活起居很方便。位置好。,,,,,装修描述： 开发商统一装修！比较实用舒适！精致装修。满足不同人群的需求！,,,,,,
2467,通江路旁单身公寓出售，楼层好，交通便利,45万,11463,钟楼区五星,凯纳商务广场,1室1厅1厨1卫,中楼层 (共60层),39.26㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,六梯二十三户,有,暂无数据,2021-06-30,商品房,暂无数据,商住两用,暂无数据,共有,无抵押,未上传房本照片,单身公寓，温馨家园，交通便利，户型方正，楼层好,,此房户型方正，房间虽小，但是功能齐全，集中供应热水，满足生活的基本需求。,,,,,,适合刚刚来常州，手上预算不多的客户，或者单身人士，可以拥有自己的小窝，温馨又舒服,装修是08年的装修风格，但是房东保养不错，虽然装修时间长，但是也不过时,,,民水,民电,2.45元/m3,
2468,金地花苑 商铺 房东诚意转售 也可以转租 感兴趣咨询,51万,16191,钟楼区五星,金地花苑,1室1厅0厨0卫,中楼层 (共5层),31.5㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2021-09-14,商品房,暂无数据,商业,暂无数据,共有,无抵押,未上传房本照片,勤业繁华地段，人流量大，沿街商铺，商铺总价低，看房方便。,,,,"商铺下楼就是地铁2号线，交通便利；
商铺位于勤业繁华十字路口，有美食一条街，有御水华庭，都市桃源等众多社区，人流量大；
商铺一路之隔就是勤业欧尚，人来人往的多。",房东出售多余资产，无债务纠纷，产权清晰，可以直接交易过户，感兴趣电话联系。,,,适宜自己买铺子开店，开公司的人员，适宜总价预算不高的客户，看铺可约。,,,,,,,
2469,五星星韵城南区4-2-1-2 139.00m² 238 万,238万,17123,钟楼区五星,五星星韵城南区,4室2厅1厨2卫,低楼层 (共18层),139㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-05-31,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房户型方正，四室两厅一厨两卫 中高楼层 采光充足 配套完善,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处和谐！配套齐全，公园地铁医院商,,,,,,,,,,,
2470,五星星韵城南区毛坯小三房采光好,150万,16213,钟楼区五星,五星星韵城南区,3室2厅1厨1卫,高楼层 (共35层),92.52㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-01,商品房,2022-01-21,普通住宅,暂无数据,共有,无抵押,已上传房本照片,龙湖天街 次新房 新城悦物业 ，楼层高采光好,星星韵城占地250亩，总建60万方，18-34层的高层住宅。坐拥勤业商圈、酒店、广场、菜场等生活配套一应俱全，五星公园、青枫公园绿肺环抱畅享鲜氧生活，邻龙江高架、多公交覆盖、 2号线瞬间畅达全城。新古典主义建筑风格，赋予沉稳贵气，彰显典雅气质。,,"首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，缴税成交价的1%",B23、Y1星港路龙江路站，公交258五星平岗站；轨交：地铁2号线五星站;商场：龙湖天街、金地假日广场、大润发勤业店、勤业菜场其他：五星公园、青枫公园、运河景观带...,,,,,,,,,,,
2471,BRT旁 精装 带露台 房东诚心出售 自住，保养好,600万,24490,钟楼区五星,新城首府一期,5室2厅1厨2卫,低楼层 (共37层),245㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,暂无数据,2022-12-10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,BRT旁 精装 带露台 房东诚心出售 自住，保养好,小区是新城开发，自有的新城物业，口碑物业，封闭式物业管理。小区绿化好，停车位也相对充足，晋陵路交通便捷。,,首套房，90平米以下成交价1%，90平米以上成交价的1.5%。二套房90平以上成交价的2%。 2、个税：产证满5年而且是唯一一套住房，免收个税，未满5年，成交价的1%。 此房满5年不唯一，90平以上，个税：1%，契税：首套1.5%，二套2%，三套3%。,,业主7年前买的，一直自住，保养好，因工作原因，现在离开常州，诚心出售。,,,,,,,,,,
2472,五星星韵城南区 3室2厅 南,205万,15966,钟楼区五星,五星星韵城南区,3室2厅1厨2卫,低楼层 (共28层),128.4㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-10-22,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
2473,西新桥公园旁机械新村，楼层户型好，总价底,75万,10335,钟楼区五星,机械一村社区,2室2厅1厨1卫,中楼层 (共4层),72.57㎡,暂无数据,暂无数据,塔楼,东南,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-10-26,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,西新桥公园旁机械新村，楼层采光户型好，总价底,,户型方正，格局分布合理，空间感好，通透性强，居住舒适 2，楼层位置不影响采光， 3，2个卧室朝南,房子为商品房，面积小于90平，首套房契税和 二套房的契税为1% 三套及以上为3%,距离芦墅公园仅500米，距离钟楼吾悦直线距离仅1000米，距离麦德龙大卖场仅1800米。龙城高架近在咫尺，出小区门口行驶两百米直接可以上高架了。距离高铁北站仅5千米，出行方便 小区门口自带中型生活市场,,,,1，小区成熟，出入购物交通便利，上学近，步行就可到达 2，适合预算有限，想在常州安家给孩子读书的家庭,,,,,,,
2474,都市桃源别墅区 5室2厅 南,1500万,40000,钟楼区五星,都市桃源别墅区,5室2厅1厨4卫,低楼层 (共2层),375㎡,,暂无数据,,南,未知结构,精装,,,暂无数据,2023-11-17,商品房,暂无数据,别墅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,暂无数据
2475,新小区环境舒适，配套齐全，出行交通便捷。,165万,17152,钟楼区五星,晋陵文禧,3室2厅1厨1卫,低楼层 (共16层),96.2㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-11-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,新小区环境舒适，交通方便： 长江路 南北通行 近飞龙吾悦,小区环境优美，绿化成熟，适合居住，健身器材一应俱全，邻里关系友好,,"：
首套房90M以下1％、90M以上1.5％；二套房90M以下1％、90M以上2％；三套房不论面积统一3％. 2:税：满二年不论面积全免、不满二年收全额的5.3％、 3:个税：满二年不满5年1％","：
1，小区生活设施齐全，各大银行市场菜场、商场、饮食近在咫尺、生活方便； 2、 小区绿化面积大 楼间距开 房间格局分明 采光足 使得房间每个角落都能享受阳光；邻里关系和谐，居住舒适； 3、 地理位置优越，交通便利，出门就有公交站点，绿化优美，小区新",,,,,,,,,,,
2476,业主诚意出售，视野宽阔，采 光 充足，配套设施齐全,55万,15715,钟楼区五星,城置御水华庭二期,1室1厅1厨1卫,高楼层 (共20层),35㎡,暂无数据,暂无数据,板塔结合,北,钢混结构,精装,两梯十九户,有,暂无数据,2023-05-25,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,业主诚意出售，视野宽阔，采 光 充足，配套设施齐全,小区地理位置佳，绿化好，居民素质高，有健身器材，活动场所，建有地上停车场和地下停车库，停车位充足，二十四保安巡逻，菜场，便利店，商场，银行等配套设施齐全，生活方便快捷,,"首套房90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以下成交价的1%，90平以上成交价的2%,三套及以上成交价的3%；2、个税：产证满五唯一，免收个税，不唯一成交价的1%",,诚心出售，看房有提前联系房东，房子看满意了价格可以谈..........,,,,,,,,,,
2477,一梯一户，总高15-17层小高层 全新毛坯,220万,19384,钟楼区五星,晋陵文禧,3室2厅1厨2卫,低楼层 (共17层),113.5㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2023-11-06,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,一梯一户，总高15-17层小高层 全新毛坯,晋陵集团（常州晋陵山水置业有限公司）建设 位于钟楼区长江路和港务路交汇处 2021年建成 总高15-17层小高层+6层洋房 1梯1户和2梯4户设计分布,,1:首套房90M以下1％、90M以上1.5％；二套房90M以下1％、90M以上2％；三套房不论面积统一3％. 2:税：满二年不论面积全免、不满二年收全额的5.3％、 3:个税：满二年不满5年1％,1:小区生活设施齐全，各大银行市场菜场、商场、饮食近在咫尺、生活方便； 2、 小区绿化面积大 楼间距开 房间格局分明 采光足 使得房间每个角落都能享受阳光；邻里关系和谐，居住舒适； 3、 地理位置优越，交通便利，出门就有公交站点，绿化优美，小区..,,,,1：本房源是毛坯，适合喜欢自己装修风格的群体，按自己需求装修 2:房子是三房，适合需要多个房间的客户 3:小区内有儿童游乐场，适合有孩子和老人的家庭,,,,,,,
