,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,税费解析,周边配套,交通出行,小区介绍,装修描述,权属抵押,户型介绍,售房详情,适宜人群,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格
248,精致一居 布局合理 环境清雅 配套齐全 拎包入住 诚售,35万,8625,钟楼区西林,景荟凤凰公寓,1室1厅1厨1卫,低楼层 (共14层),40.58㎡,暂无数据,暂无数据,塔楼,北,钢混结构,简装,两梯三十户,有,暂无数据,2023-03-05,商品房,2021-08-16,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,精致一居 布局合理 环境清雅 配套齐全 拎包入住 诚售,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",小区生活设施齐，商场、chao市、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐,,,,,,,,,,
249,户型方正，采光无遮挡，诚信出售，看房方便,120万,14118,钟楼区西林,路劲城市花园,3室2厅1厨1卫,低楼层 (共34层),85㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-07-12,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,户型方正，采光无遮挡，诚信出售，看房方便,契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五免个人所得税,配套完善 交通便利 小区物业好24安保服务 配套齐全、成熟，路劲自己的物业，负责认真，公园、医院、商场等等近在咫尺。,,小区环境优美，舒适安静，适宜居住，出门即有公交菜场、银行、商场美食等，人文素养好,,,,,,,,,,
250,急售！急！可刀可谈，心诚价优，保养好,109万,11859,钟楼区西林,泰盈八千里,2室2厅1厨1卫,低楼层 (共22层),91.92㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-04-24,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房满五唯一，户型好，楼层好，采光好，有钥匙随时看房,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%","西林公园，青枫公园，常州市妇幼保健医院500米，D铁2号线（延星港路），BRT,52路,213路，39路公交车，500米 上高架，宝龙商场，惠农生鲜，龙湖商场等",,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 ，美食等 人文素养好,,,,,,,,,,
251,西林泰盈八千里2室2厅1卫7楼前排88平精装修看房联系,113万,12812,钟楼区西林,泰盈八千里,2室2厅1厨1卫,中楼层 (共15层),88.2㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2023-02-18,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,低总价精装两房！中间楼层 ，业主诚心售！,税费解析： 1契税 首套房90平以下 1%，90平以上1.5% 二套房90平以下1%，90平以上2% 三套房不论面积统一3% 2增值税： 满两年不论面积 全免 不满二年 收全额的5.6% 3个人所得税： 满两年1% 满五唯一免个人所得税,,,小区环境优美，绿树成荫，出则繁华入则安静，里面有健身设施和小型儿童游乐场所,精装自住，装修家电齐全 拎包入住 厨具和卫具，保养良好。 看房提前联系，价格还能谈,,,,,,,,,
252,2017新房，楼层采光视野好，环境新方便看,118万,13259,钟楼区西林,泰盈八千里,2室2厅1厨1卫,高楼层 (共20层),89㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2022-07-16,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,位置好，得房率高， 保养新 户型方正.采光无遮挡，使用率高。。,您好：您的专属置业顾问孙国静很高兴为您服务！ 您看的这套房子在卖的，您真的很有眼光，这套房子很不错，您需要了解什么信息都可以问我 期待作为您的经纪人带您开启愉悦的找房之路！,配套完善 交通便利 小区物业好24安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场,,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 ，美食等 人文素养好,,,,,,,,,,
253,泰盈八千里  精装两室 楼层佳 采光无忧,88万,13190,钟楼区西林,泰盈八千里,2室2厅1厨1卫,高楼层 (共32层),66.72㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2023-01-03,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,精装两室  配套设施齐全 楼层佳 采光无忧 欢迎咨询,1.契税：首套房90㎡以下 1%，90㎡以上1.5%；二套房90㎡以下1%，90㎡以上2%；三套房不论面积统一3%。2.增值税： 满两年免缴；不限售且不满二年的5.6%。 3.个人所得税： 满两年1%；满五唯一免缴。,删除 幼儿园：西林幼儿园，大型商场：万泰广场、上海家具大卖场。医院：妇幼+第/一医院分院，西林医院。银行：中国邮政银行，江南农村银行。公园：西林公园,,小区地理位置佳，绿化45%，居民素质高；有健身器材，露天泳池，小型球场，儿童幼儿区，可供小区居民使用；停车位充足，建有地上停车场和地下车库,,,,,,,,,,
254,泰盈八千里 2室1厅 南,70.8万,14082,钟楼区西林,泰盈八千里,2室1厅1厨1卫,低楼层 (共32层),50.28㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,三梯六户,有,暂无数据,2023-04-26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押,未上传房本照片,,,,,,,,,,,,,,,
255,泰盈八千里两房诚心出售随时看房,90万,11250,钟楼区西林,泰盈八千里,2室2厅1厨1卫,高楼层 (共32层),80㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,三梯六户,有,暂无数据,2023-06-26,商品房,2020-01-01,普通住宅,未满两年,共有,有抵押 25万元,未上传房本照片,满五唯一 视野宽阔 采光充足配套齐,1.契税：首套房90㎡以下 1%，90㎡以上1.5%；二套房90㎡以下1%，90㎡以上2%；三套房不论面积统一3%。2.增值税： 满两年免缴；不限售且不满二年的5.6%。 3.个人所得税： 满两年1%；满五唯一免缴。,"：
配套完善 交通便利 小区物业好24安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场",,小区地理位置佳，绿化45%，居民素质高；有健身器材，露天泳池，小型球场，儿童幼儿区，可供小区居民使用；停车位充足，建有地上停车场和地下车库,,,,,,,,,,
256,路劲城市花园小三房采光佳设施配套齐全,103万,12118,钟楼区西林,路劲城市花园,3室2厅1厨1卫,高楼层 (共34层),85㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-09-13,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,2016年交付次新房 小三房精装修 中间楼层,税费解析： 契税：首套房90平以下1％、90平以上 1.5％二套房90以下1％、90以上2％三套房不论面积统一3％.2.税：满二年不论面积全免、不满二年收全额的5.3％、3、个人所得税：满二年不满5年1％,配套完善 交通便利 小区物业好24小时安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场,交通出行： 公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下,路劲城市主场作为路劲地产钟楼板块的先锋部队，无论房屋质量、小区绿化、物业管理都是按照总公司的标准执行，高标准、高品质、早买早省心。 小区物业好24安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场,,,,,,,,,,
257,泰盈八千里 两房朝南 中间楼层,115万,12467,钟楼区西林,泰盈八千里,2室2厅1厨1卫,低楼层 (共21层),92.25㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,暂无数据,2023-05-25,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,泰盈八千里 精装两居室 自住保养好 房东诚心出售,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",配套完善 交通便利 小区物业好24安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场,,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 ，美食等 人文素养好,,,,,,,,,,
258,泰盈八千里 刚需3居室 业主急售,115万,13172,钟楼区西林,泰盈八千里,3室2厅1厨1卫,高楼层 (共20层),87.31㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-08-15,商品房,2020-01-01,普通住宅,未满两年,共有,有抵押 工商银行,未上传房本照片,此房户型方正 高楼层 采光充足 ..,"1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%, 2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1",,,小区地理位置好 绿化好 居民素质高 配套：有健身器材 小型篮球场 可供小区居民使用 车位：停车位充足 地面人车分流保安：小区内24保安巡逻,,,,,和谐！配套齐全，公园地铁医院商小区环境优美，舒适安静，适宜居住，服务有保障。出门即有公交菜场，银行 商场 美食等 人文素养好，乐于助人，相处,,,,,
259,怀德路，西林景荟凤凰公寓，诚心出售，,59.8万,8708,钟楼区西林,景荟凤凰公寓,2室1厅1厨1卫,中楼层 (共14层),68.68㎡,暂无数据,暂无数据,塔楼,北,钢混结构,精装,六梯三十户,有,暂无数据,2023-06-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,家具家电齐全 环境清幽 拎包入住,首套房90M以下1%、9OM以上1.5二套房90M以下1%、9OM以上2％三套房不论面积统一3%.2、增值税：满二年不论面积全免、不满二年收全额的5%、3、个人所得税：满二年不满5年1%、满五免个人所得税一个点和个税,比邻西林公园 公交总站配套完善，配套齐全，菜场，公园，一站式服务,,小区生活设施齐，商场、、菜市场、银行等，交通便捷；2、小区内有健身器材，小型篮球场，可供小区居民使用；3、小区内停车位充足，建有地上停车场和地下车库；4、小区内24小时保安巡逻。,,,,,,,,,,
260,泰盈小两房 精装 好楼层 楼间距大 配套齐全 交通便利,76万,11344,钟楼区西林,泰盈八千里,2室1厅1厨1卫,低楼层 (共32层),67㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2022-05-05,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,泰盈小两房 精装 中间层 楼间距大 配套齐全 交通便利,1.契税：首套房90㎡以下 1%，90㎡以上1.5%；二套房90㎡以下1%，90㎡以上2%；三套房不论面积统一3%。2.增值税： 满两年免缴；不限售且不满二年的5.6%。 3.个人所得税： 满两年1%；满五唯一免缴。,幼儿园：西林幼儿园，大型商场：万泰广场、上海家具大卖场。医院：妇幼+第/一医院分院，西林医院。银行：中国邮政银行，江南农村银行。公园：西林公园,公交：22路、310路、328路、517路、902路到怀德路西林路站下，向南步行400米。229路到龙江路梅庄路站下，向南步行50米。BRT2号线到怀德路龙江路站下，向西南步行500米。,区地理位置佳，绿化45%，居民素质高；有健身器材，露天泳池，小型球场，儿童幼儿区，可供小区居民使用；停车位充足，建有地上停车场和地下车库,,,,,,,,,,
261,交通便利，出行方便，配套齐全，业主诚售。,77万,15290,钟楼区西林,泰盈八千里,1室1厅1厨1卫,低楼层 (共32层),50.36㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,暂无数据,2023-03-20,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,交通便利，出行方便，配套齐全，业主诚售。,1.契税:首套房90平以下 1%，90平以上1.5%；二套房90平以下1%，90平以上2%；三套房不论面积统一3%。2.增值税： 满两年不论面积全免，不满二年收全额的5.3%。3.个人所得税：满两年1%，满五唯一免个人所得税。,,,小区环境优雅，绿化好天然氧吧，水气充足空气好，配套成熟，居住舒适。人文素养好，宁静和谐，好环境总会给人带来好心情。,,,,房东诚心出售，价格可以再谈，欢迎看房，随时恭候，本公司经过层层筛选，产权清晰，无任何经济纠纷，请放心考虑。,,,,,,
