,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,户型介绍,税费解析,周边配套,交通出行,房源核验码,查询房管备案记录,售房详情,权属抵押,装修描述,适宜人群,别墅类型,用水类型,用电类型,燃气价格
1445,朗诗国际59平方二南恒温恒湿恒氧开发商精装修,110万,18756,钟楼区永红,朗诗国际街区,1室1厅1厨1卫,低楼层 (共18层),58.65㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-09-08,商品房,2017-11-13,普通住宅,暂无数据,共有,有抵押,已上传房本照片,朗诗国际二南恒温系统。开发商精装修,小区共13幢房子有二幢小高层小区圈层高。开发商精装为住、当初有二幢毛坯是自已装修8幢跟3幢,,,朗诗国际旁有大润 发市和荆川公园。银行有建设银行。菜场有清潭菜场和勤业菜场。,,,,,,,朗诗系统是恒温恒湿开发商精装修房。老人跟小孩年青人多适合居住、小区闹中取静。,,,,
1446,尚德花园，新城悦物业，毛坯空置，看房方便，楼层佳。,130万,12565,钟楼区永红,尚德花园,3室2厅1厨1卫,中楼层 (共18层),103.47㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-09-15,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,尚德花园，新城悦物业，毛坯空置，看房方便，楼层佳。,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行  美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适. 厨房设施齐全，家用电器设施齐全,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
1447,路劲雅居乐城市万象 3室2厅 南,210万,17500,钟楼区永红,路劲雅居乐城市万象,3室2厅1厨2卫,低楼层 (共20层),120㎡,暂无数据,暂无数据,板楼,南,框架结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
1448,中梁金科启宸 3室2厅 南,190万,20203,钟楼区永红,中梁金科启宸,3室2厅1厨1卫,低楼层 (共18层),94.05㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-05-03,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
1449,优质房源 格局好楼层好 环境佳 绿化好,200万,20834,钟楼区永红,中梁金科启宸,3室1厅1厨1卫,中楼层 (共18层),96㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-03-21,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,优质房源 格局好 楼层好 环境佳 绿化好,小区环境优美 绿化高 人车分流 舒适安静 适宜居住，人文素养好，乐于助人，相处和谐,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,本房业主人好 诚心出售 楼层佳 全天采光格局好 小区环境优美宽敞 小朋友适合游乐,,,,
1450,教科院 新小区 毛坯次新房三开间朝南 采光好,218万,21263,钟楼区永红,路劲雅居乐城市万象,3室2厅1厨2卫,低楼层 (共20层),102.53㎡,暂无数据,暂无数据,板楼,南,框架结构,毛坯,暂无数据,暂无数据,暂无数据,2023-03-03,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,教科院 新小区 毛坯次新房三开间朝南 采光好,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐，环城高架，交通方便,客厅宽敞大方，明亮通透，明厨明卫，三开间朝南，采光效果好，无遮挡，使用率高。,"首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
1451,广成路小区，两房，户型好，房东诚心出售,86.8万,13132,钟楼区永红,广成路小区,2室1厅1厨1卫,低楼层 (共6层),66.1㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,暂无数据,无,暂无数据,2022-05-12,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,房东诚心出售，楼层好，视野宽阔,交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 3.生活便利：小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮,首套房九十平以下1％、九十平以上 1.5 二套房九十平以下1％、九十平以上2％ 三套房不论面积统一3％,,,,,,,,,,,,
1452,路劲雅居乐城市万象 3室2厅 南 北,190万,18628,钟楼区永红,路劲雅居乐城市万象,3室2厅1厨1卫,高楼层 (共20层),102㎡,暂无数据,暂无数据,板楼,南 北,框架结构,毛坯,暂无数据,暂无数据,暂无数据,2022-11-28,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
1453,此房优质户型，通透格局，采光好，视野宽..,105万,14380,钟楼区永红,尚德花园,2室2厅1厨1卫,低楼层 (共18层),73.02㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-02-25,商品房,2022-07-18,普通住宅,未满两年,共有,有抵押,已上传房本照片,此房优质户型，通透格局，采光好，视野宽..,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适.,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
1454,万象新上房源位置采光好业主诚心出售看房方便,212万,20677,钟楼区永红,路劲雅居乐城市万象,3室2厅1厨1卫,低楼层 (共20层),102.53㎡,暂无数据,暂无数据,板楼,南,框架结构,毛坯,暂无数据,暂无数据,暂无数据,2022-10-18,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,位置好，得房率高， 保养新 户型方正.采光无遮挡。,小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 ，美食等 人文素养好,,,配套完善 交通便利 小区物业好24安保服务，配套齐全，配套成熟，小区安保物业负责，有公园，医院，商场,,,,三房经典户型，功能空间合理。楼层佳采光很好。房子是毛坯的，买来可以按照自己喜欢的风格装修,,,,,,,
1455,小高层 南北通透 视野开阔 优质配套,226万,18932,钟楼区永红,路劲雅居乐城市万象,3室2厅1厨2卫,中楼层 (共20层),119.38㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-17,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,小高层 南北通透 视野开阔 优质配套,开发商：路劲地产集团成立于2003年，位列外资房地产开发企业第1名、全国房企30强。 交付时间：2020年8月的新房，毛坯交付。 产品类型：总高18层的小高层洋房，一梯一户，典型的新一代住宅。 小区优势：品质物业服务，优质公共资源，生活便利，闹中取静。,,"1、契税：首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，缴税成交价的1%。",,,,,,,,,,,,
1456,陈渡新苑   新装电梯  精致两房,145万,15732,钟楼区永红,陈渡新苑,2室2厅1厨1卫,低楼层 (共6层),92.17㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,暂无数据,2023-05-04,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房满二，优质户型，低总价，通透格局，楼层好，视野宽..,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适. 厨房设施齐全，家用电器设施齐全,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
1457,荆川东园一楼带院 两房朝南 采光无影响 小区已改造,95万,13369,钟楼区永红,荆川东园北区,3室2厅1厨1卫,低楼层 (共6层),71.06㎡,暂无数据,暂无数据,板塔结合,南 北,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-10-26,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 业主自还,未上传房本照片,户型方正，一楼带院，两房朝南，采光无影响，小区已改造。,,1、户型方正，格局分布合理，空间感好，通透性强，居住舒适 2、楼层佳，采光好，南北朝向，采光充足。3、小区环境优美，内有健身器材和娱乐广场，物业服务态度好。,"1：契税：首套房90平米以下1%，90平米以上1.5%；二套房90平米以下1%，90平米以上2%。3套及以上不论面积统一3%
2：增值税：满两年免征。不满两年5.3%
3：个人所得税：除满五唯一免征外，其他均按全额的1%征收。",,,,,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商,,,,,,,
1458,路劲城市印象 3室2厅 南,193.8万,19776,钟楼区永红,路劲城市印象,3室2厅1厨1卫,中楼层 (共34层),98㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-06-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,,,,
1459,路劲城市万象，三房两厅两卫，毛坯未入住,195万,19010,钟楼区永红,路劲雅居乐城市万象,3室2厅1厨2卫,中楼层 (共20层),102.58㎡,暂无数据,暂无数据,板楼,南 北,框架结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,两梯四户，毛坯小高层，户型通透，视野开阔，优质配套。,开发商：路劲地产集团成立于2003年，位列外资房地产开发企业第1名、全国房企30强。 交付时间：2020年8月的新房，毛坯交付。 产品类型：总高18层的小高层洋房，一梯一户，典型的新一代住宅。 小区优势：品质物业服务，优质公共资源，生活便利，闹中取静。,,"1、契税：首套房，成交价的1.5％, 二套房，成交价的2% 2、（个税：产证满五年且是房主在本市唯一一套住房，免收个税）此房产证未满5年，缴税成交价的1%。",,,,,,,,,,,,
1460,户型方正 交通便利 出行方便 业主诚售 有钥匙随时看房,180万,18750,钟楼区永红,中梁金科启宸,3室2厅1厨1卫,低楼层 (共18层),96㎡,暂无数据,暂无数据,板楼,东南 南,钢混结构,毛坯,两梯四户,有,暂无数据,2023-03-09,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 100万元 工商银行 客户偿还,未上传房本照片,户型方正 交通便利 出行方便 业主诚售 有钥匙随时看房,小区环境优雅，绿化好天然氧吧，水气充足空气好，配套成熟，居住舒适。人文素养好，宁静和谐，好环境总会给人带来好心情。,,1.契税:首套房≤90平，1%，90平以上1.5%；二套房90平以下1%，90平以上2%；三套房不论面积统一3%。2.增值税： 满两年不论面积全免，不满二年收成交价的5.3%。3.个人所得税：产证满五年且为家庭名下唯一住房免个人所得税，否则成交价1%。,,,,,房东诚心出售，价格可以再谈，欢迎看房，随时恭候，本公司经过层层筛选，产权清晰，无任何经济纠纷，请放心考虑。,,,,,,,
1461,君泰尚德花园 泰国风情 环境优美 采光好,103万,14089,钟楼区永红,尚德花园,2室2厅1厨1卫,低楼层 (共18层),73.11㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2023-04-01,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,尚德花园，小面积总价低，产证已经到手，看房方便。,小区环境优美，舒适安静 适宜居住，出门即有公交，菜场，银行 美食等 人文素养好，乐于助人，相处和谐,客厅宽敞大方，明亮通透，采光效果好，使用率高。卧室温馨舒适.,"税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",,,,,,,,,,,,
