,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,小区介绍,税费解析,装修描述,周边配套,交通出行,户型介绍,售房详情,权属抵押,别墅类型,适宜人群,房源核验码,查询房管备案记录,用水类型,用电类型,燃气价格
1007,工人新村两房 中间楼层 通风采光好 看房方便,88万,10711,天宁区兰陵街道,工人新村北区,2室2厅1厨1卫,中楼层 (共5层),82.16㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,简装,暂无数据,暂无数据,暂无数据,2023-04-11,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,户型方正，通风采光好，中间楼层，看房方便。,,"1：契税：首套房90平米以下1%，90平米以下1.5%；二套房90平米以下1%，90平米以上2%。3套及以上不论面积统一3%
2：增值税：满两年免征。不满两年5.3%
3：个人所得税：除满五唯一免征外，其他均按全额的1%征收。",,,,1、户型方正，格局分布合理，空间感好，通透性强，居住舒适 2、楼层佳，采光好，南北朝向，采光充足。3、小区环境优美，内有健身器材和娱乐广场，物业服务态度好。,诚心出售，价格可以再谈，欢迎看房，随时恭候本公司经过层层筛选，房东委托挂牌，诚心出售，价格以房东为主，产权清晰。无任何纠纷.放心考虑,,,,,,,,
1008,新上弘阳商圈，毛坯3房，楼层视野采光好，交通便利,193.5万,15000,天宁区兰陵街道,世纪华城二期,3室2厅1厨2卫,中楼层 (共26层),129㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2022-10-06,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房位置好，南北空气对流，楼层好，采光无遮挡，环境优美,1.小区生活设施齐，商场、菜市场、银行等，交通便捷，2.小区内有健身器材，小型篮球场，可供小区居民使用；3.小区内停车位充足，建有地下停车场，人车分流。地上有会客停车位。4.小区内24小时保安巡逻。,,,小区有弘阳生活广场大型综合体。吃喝娱乐采购一站式解决，距离南大街，湖塘吾悦三公里。与江苏理工学院一路之隔，西面1千米有皇粮浜湿地公园，北面五百米荆川公园。,,,此房业主诚心出售，产权清晰，证件齐全，看房方便，价格还可以协商。,,,,,,,,
1009,小区地理位置优越，交通便捷，设施齐全，生活便利,175万,19231,天宁区兰陵街道,国泰名都,3室1厅1厨1卫,低楼层 (共25层),91㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,两梯三户,有,暂无数据,2022-10-07,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,小区地理位置优越，交通便捷，设施齐全，生活便利,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%",,医疗、银行、菜场等配套完善，万达、武进吾悦、九洲新世界广场等商场便利。 医院：三院、中医院南院；银行 菜场：大润发、浦南菜场！,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,,
1010,采光充足，环境优美，闹中取静.,360万,26832,天宁区兰陵街道,兰庭,3室2厅1厨2卫,高楼层 (共28层),134.17㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,暂无数据,2022-10-31,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房户型方正，通透明亮，装修现代。,,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%。,,生活配套齐全，医院，菜场，银行都有，成熟齐全，楼栋清晰分明，坐落有序，现场体验效果更加明显。,,,,此房无抵押，无查封，产权清晰，可以立即过户。房东诚心出售，价钱可谈。,,,,,,,
1011,弘阳上城 精装三房二卫 小区前排全天采光,255万,22036,天宁区兰陵街道,弘阳上城,3室2厅1厨2卫,低楼层 (共27层),115.72㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯三户,有,暂无数据,2023-03-14,商品房,2023-03-14,普通住宅,未满两年,非共有,无抵押,已上传房本照片,房子三房两厅，精装修，小区前排，全天采光，房东诚售，价可议,小区介绍： 小区地理位置优越，弘阳地产开发，小区全天保安，安全性高，环境优美，绿化好。小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住，,1：契税：首套房90平米以下1%，90平米以下1.5%；二套房90平米以下1%，90平米以上2%。3套及以上不论面积统一3% 2：增值税：满两年免征。不满两年5.3% 3：个人所得税：除满五唯一免征外，其他均按全额的1%征收。,,,,1、户型方正，格局分布合理，空间感好，通透性强，居住舒适 2、楼层佳，采光好，南北朝向，采光充足。3、小区环境优美，内有健身器材和娱乐广场，物业服务态度好。,,,,,,,,,
1012,弘阳上城 精装三房两卫，小区前排全天采光 家具家电留,280万,22048,天宁区兰陵街道,弘阳上城,3室2厅1厨2卫,高楼层 (共27层),127㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2023-03-16,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,此房在小区前排无遮挡，东边户全天采光，精装修才住了5个月,小区产权70年开发商常州弘阳广场置业有限公司物业公司:弘阳物业物业费1.6元每平方楼栋总数23栋房屋总数3631户，小区环境优美，居住舒适，自带游泳池，人车分流,"税费分析1、契税:首套房，90平米以下成交价的1%，90平米以上成交价的1.5%,二套房90平以上成交价的2%2、增值税:产证满2年免收增值税，未满2年征收5.6%;3、个税:产证满五年而且是一套住房，免收个税，未满5年成交价的",,弘阳生活广场:九州新世界，湖塘易买得*市，吾悦广场，嘉禾电影城，万达广场，2;常州第三人民医院，武进中医院，3;农业银行ATM，建设银行ATM，所处地区交通便利地面交通有56路23路12路28路直达南大街火车站,,,,,,,,,,,
1013,诚心出售，随时看房，看房方便，价格可谈,119.5万,12123,天宁区兰陵街道,浦南广景苑,3室2厅1厨1卫,低楼层 (共7层),98.58㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-03-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,两房朝南，阳光充足，户型方正，精装修，出行便利，房东诚心出售,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住，让你步行就满足一切需要。,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%。",,成熟商圈，配套齐全，银行，医院，饭店，小吃，离九洲近，吃喝玩乐都全。,,,,,,,,,,,
1014,中凉新村，顶楼带阁楼，高阁楼户型好。,180万,10589,武进区兰陵街道,中凉新村,6室2厅1厨3卫,高楼层 (共6层),170㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-09-14,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,满五部不唯一住房，中上楼层前排无遮挡 业主诚心出售价格可议。,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住，,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.3％； 3.个税：产证满五年而且是一套住房，免收个税。,,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住，,,,,,,,,,,,
1015,九洲新世界君玺，小区环境清幽，配套齐全，出行方便,228万,24000,天宁区兰陵街道,九州新世界君玺,3室2厅1厨1卫,高楼层 (共32层),95㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,暂无数据,2023-09-20,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 业主自还,未上传房本照片,九洲新世界君玺，小区环境清幽，配套齐全，出行方便,,契税A首套 90平以下1% B首套 90平以上1.5% C二套90平以下1% D二套90平以上2% E三套都是3% 增值税：满两年免征 不满2年权.额征收5.3% 个人所得税：不满5年征1%,,九洲菜场 阳光MALL，九洲电脑城，九州服装城 医院：二院、三院 邮局：兰陵桥下 邮政储蓄 银行：工商银行、建设银行、交通银行 ，工作生活便利。,出行方便，多路公交车就在小区门口，55路，11路，221路，10路，多条路线通达,,,,,,,,,,
1016,格局好，明厨明卫，采光好，无遮挡，装修较新,210万,17202,天宁区兰陵街道,弘阳上城,3室2厅1厨2卫,低楼层 (共33层),122.08㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯三户,有,暂无数据,2023-07-16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,格局好，明厨明卫，采光好，无遮挡，装修较新,小区位于弘阳广场旁，北门朝向中吴大道，交通便捷。小区安静舒适，人文素养好。小区绿树成荫，楼间距宽，24小时安保。,契税：首套房面积小于90平，1%*成交价；面积大于90平，1.5%*成交价。二套房面积小于90平，1%*成交价，面积大于90平，2%*成交价。三套房无论面积多少，交3%*成交价。2.个税：满五唯一，免交个税，不满五年，交1%*成交价 3.增值税：不满两年交5.6%的税。,房屋装修较新，格局也好，家具家电配套齐全，适合青年人居住，可拎包入住。,,,,,,,,,,,,
1017,兰陵尚品旁欣达园精装大2房 诚心出售 户型方正采光好,110万,11341,武进区兰陵街道,欣达园,2室2厅1厨1卫,中楼层 (共6层),97㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-10-17,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,生活设施完善，满五年，采光好武进大桥交通便利，兰陵欧尚市,小区环境优美舒适安静适宜居住。出门既有公交菜场银行市美食等生活配套 ，小区内有健身器材可供小区居民使用3小区内停车位充足建有地上停车场和地下停车库4小区内24小时安保巡逻,,,,,,随时可签业主置换诚心出售，看房方便，产证齐全，欢迎看房，随时恭候,此房产权清晰，房源真实，业主诚心出售，过户全程陪同，安心交易,,,,,,,
1018,出行方便，交通方便，靠市区，适宜居住,185万,14069,天宁区兰陵街道,江南佳园,3室2厅1厨2卫,中楼层 (共15层),131.5㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯五户,有,暂无数据,2023-04-08,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房位置好，南北空气对流，楼层好，采光无遮挡，两房朝南。,,1.契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％，二套房90平以上成交价的2%；2.增值税：产证满2年免收增值税，未满2年征收5.6％； 3.个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%。,,医疗、银行、菜场等配套完善，万达、武进吾悦、九洲新世界广场等商场便利。 医院：三院、中医院南院；银行：邮储、江南农村、工商银行； 菜场：大润发、浦南菜场！,,,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,,
1019,九洲君玺精装修采光好小区环境优美，配套齐全,265万,26353,天宁区兰陵街道,九州新世界君玺,3室2厅1厨1卫,中楼层 (共31层),100.56㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,两梯三户,有,暂无数据,2023-02-11,商品房,2018-01-05,普通住宅,暂无数据,共有,有抵押,已上传房本照片,小区生活设施齐九洲君玺精装修采光好，户型方正，小区环境优.,小区生活设施齐，商场，菜市场，银行等，交通便捷，地下停车场，人车分流，地上有会客停车位。小区内有24小时保安,客户契税，首套房，90平方以下成交价的百1，90平以上成交价1.5.2套房以上成交价的百3，增值税产证满二年免收增值税，末满二年征收百5.6，个税产证满五年而且是一套房免个税同样满五年成交价的百1,,九洲菜场，九洲服装城，医院，银行，公园工作生活多很便利，交通发达，吃饭很方便，家门口的饭店特多,,,,,,,,,,,
1020,诚心出售，随时看房，看房方便，价格可谈,119.5万,12123,天宁区兰陵街道,浦南广景苑,3室2厅1厨1卫,低楼层 (共7层),98.58㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2023-03-01,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,两房朝南，阳光充足，户型方正，精装修，出行便利，房东诚心出售,小区旁成熟社区，配套设施齐，菜场、娱乐场所、公园、银行、医院，适宜居住，让你步行就满足一切需要。,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%。",,成熟商圈，配套齐全，银行，医院，饭店，小吃，离九洲近，吃喝玩乐都全。,,,,,,,,,,,
