,标题,总价格,单价,地段,小区名,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,楼层高度,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,核心卖点,户型介绍,周边配套,税费解析,小区介绍,权属抵押,售房详情,交通出行,装修描述,别墅类型,适宜人群,房源核验码,查询房管备案记录
201,此房格局通透，户型方正，房东诚心出售，看房方便，,110万,12529,经开区潞城,港龙紫荆城,2室2厅2厨1卫,低楼层 (共29层),87.8㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,暂无数据,2023-12-23,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房格局通透，户型方正，房东诚心出售，看房方便，楼层好,,,"1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是唯 一套住房，免收个税，未满5年成交价的1%",小区环境优美，绿化面积大，，车位充足人文素养高， 相处和谐物业方便快捷，安保24小时巡逻，本小区设有门禁 闲杂人等不得入内,,此房产权清晰，房源真实，业主诚心出售，看房方便，过户全程陪同,,,,,,
202,精装3房1卫双阳台 现房，无遮挡全天采光 随时看房,160万,16448,经开区潞城,万科潮起东方,3室2厅1厨1卫,中楼层 (共18层),97.28㎡,平层,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-03-12,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,精装3房1卫双阳台 现房，无遮挡全天采光 随时看房,,综合市场，爱琴海购物广场，常青里巷，银行交通银行，中国工商银行，中国工商银行，邮政储蓄，吾悦广场。,税费解析：此房不满二，故个税是1%。契税：首套房90平米以上是成交价的1.5％； 二套房90平米以上是成交价的2％；三套房是成交价的3％，增值税5.3%。,,房东诚心出售 首付没要求 贷款全款都可以 没有贷款 过户全程陪同,,,,,,,
203,蓝山湖 2室1厅 南,88万,10106,经开区潞城,蓝山湖,2室1厅1厨1卫,高楼层 (共34层),87.08㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-29,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,,,,,,,,,,,,,
204,豪景家园 3室2厅 北 南,130万,9842,经开区潞城,豪景家园,3室2厅1厨2卫,低楼层 (共25层),132.09㎡,暂无数据,100.59㎡,板楼,北 南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-03-05,商品房,2014-09-15,普通住宅,暂无数据,共有,无抵押,已上传房本照片,,,,,,,,,,,,,
205,嘉州枫景苑 1室1厅 东南,98万,22218,经开区潞城,嘉州枫景苑,1室1厅1厨1卫,低楼层 (共6层),44.11㎡,暂无数据,暂无数据,板楼,东南,钢混结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-05,商品房,暂无数据,商业,暂无数据,共有,无抵押,未上传房本照片,,,,,,,,,,,,,
206,世茂云筑1楼洋房带地下室花园业主诚心出售,360万,25175,经开区潞城,美的云筑,4室2厅1厨2卫,低楼层 (共8层),143㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-02,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 170万元 中行,未上传房本照片,此房毛坯 户型方正 1楼洋房带院子地下室 诚心出售。,,好几家大型购物商场（永辉，好又多），综合菜场，药店，银行配套齐全，还有天宁吾悦购物广场，丁塘河湿地公园，爱琴海购物,"契税：首套房成交价的1.5％, 二套房成交价的2%,三套及以上3%，2、增值税：产证满2年免收增值税，未满2年征收5.3％；",小区地理位置好，交通、生活、健身、娱乐，都很方便，居住舒适 环境好,,,,,,,,
207,中间楼层 三开间朝南 户型方正 房东诚心出售 产权清晰,160万,13684,经开区潞城,东方君开,3室2厅1厨2卫,低楼层 (共27层),116.93㎡,暂无数据,暂无数据,暂无数据,南,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-05,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,中间楼层 三开间朝南 户型方正 房东诚心出售 产权清晰,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮,好几家大型购物商场（永辉，好又多），综合菜场，药店，银行配套齐全，还有天宁吾悦购物广场，丁塘河湿地公园，爱琴海购物,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是唯 一套住房，免收个税，未满5年成交价的1%",,,,,,,,,
208,经开次新房！牡丹公园学府靠地铁！靠学@校  随时可看,233万,20035,经开区潞城,牡丹招商·公园学府,3室1厅1厨2卫,低楼层 (共27层),116.3㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,毛坯,暂无数据,暂无数据,暂无数据,2024-03-12,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房户型好，户型位置好，房东诚心出售,户型周正，格局分布合理，空间感好，通透性强，居住舒适； 2、楼层佳，朝向南北，视野开阔，采光透亮,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是唯 一套住房，免收个税，未满5年成交价的1%",环境优美：小区安静优雅，绿化较好，带有休闲设施，可在小区花园游玩，十分有情调。2.交通便利：公交车方向众多，外部道路宽阔，交通十分便利。 3.生活便利：小区内有，合理分布便利，生活用品及买菜十分便利，生活轻松,,,,,,,,
209,出售港龙紫荆城中上好楼层毛坯二房,105万,11414,经开区潞城,港龙紫荆城,2室2厅1厨1卫,中楼层 (共29层),92㎡,暂无数据,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,暂无数据,2024-03-01,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,此房位于潞城生活圈中，成熟小区，楼层中上层，视野开阔采光,户型好，格局分布合理，利用空间大，通透性强，楼层佳，南北朝向，视野开阔,,存量房需要缴纳个人所得税1%。契税（看买方名下房屋套数决定费率），若买方此次购 房为首套房且购买房屋为90㎡及以下，收取契税为：1%。90㎡以上契税收取：1.5%。 二套房90㎡及以下依旧收取：1%，若90㎡以上将收取2%。三套房不论面积大小契税 均按照3%收取。,小区环境优美，绿化面积大，人车分流，车位充足人文素养高， 安保24小时巡逻，本小区设有门禁安全感满满。,,,,目前这套房子差不多可以按毛坯房算，出租给二房东，也就是简单装修而已,,本房为近毛坯房，合适年轻人购房结婚需要，以及一家三口或上了年纪的都很好,,
210,公园壹号精装三房 楼层好 业主诚心出售。看房方便,105万,11171,经开区潞城,公园壹号四期,3室2厅1厨1卫,低楼层 (共33层),94㎡,暂无数据,暂无数据,塔楼,东南,钢混结构,简装,暂无数据,暂无数据,暂无数据,2024-03-06,商品房,2019-07-30,普通住宅,暂无数据,共有,有抵押 110万元,已上传房本照片,新城公园壹号精装三房 拎包入住 楼层好 看房方便,,小区生活设施齐全，商场、菜市场、银行等。交通便捷 小区内设有健身器材、小型篮球场可供小区居民使用 小区内停车位充足，建有地上停车场和地下停车场 小区内24小时保安巡逻 户型方正、格局分布合理空间感好，通透性佳,税费分析1.契税首套房90平方以下成交价的1%，90平方以上成交价的1.5%，二套房90平以上成交价的2% 增值税:产证满两年免收增值税，未满两年征收5.6% 个税:产证满五年，而且是一套住房，免收个税，未满五年成交价的1%,小区环境优美，绿化面积大，人车分流，车位充足人文素养高，乐于助人 相处和谐物业方便快捷，安保24小时巡逻，本小区设有门禁 闲杂人等不得入内,,,,,,,,
211,此房格局通透，户型方正，楼层佳，视野开阔，阳光充足,166万,13696,经开区潞城,港龙.新港城,3室2厅1厨2卫,中楼层 (共35层),121.21㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,精装,暂无数据,暂无数据,暂无数据,2024-02-27,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,此房格局通透，户型方正，楼层佳，视野开阔，阳光充足,户型周正，格局分布合理，空间感好，通透性强，居住舒适 2.楼层佳，南北朝向，视野开阔，采光通透 3.小区环境优美，绿化覆盖面积多，干净整洁，内有健身器材和小型娱乐设施。物业服务态度好,,"契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.3％； 3、个税：产证满五年而且是唯 一套住房，免收个税，未满5年成交价的1%",区环境优美，绿化面积大，人车分流，车位充足人文素养高，乐于助人 相处和谐物业方便快捷，安保24小时巡逻，本小区设有门禁,,,,,,,,
212,低总价两房！好楼层公园壹号四期劲爆来袭,85万,10374,经开区潞城,公园壹号四期,2室2厅1厨1卫,低楼层 (共33层),81.94㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,暂无数据,2024-02-21,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,公园壹号经典户型 朝南，格局通透，户型方正,户型周正，格局分布合理，空间感好，通透性强，居住舒适 2南北朝向，视野开阔，采光通透 3.小区环境优美，绿化覆盖面积多，干净整洁，内有健身器材和小型娱乐设施。物业服务态度好。,,,新城地产建设和物业服务，小区环境优美，绿化面积大，车位充足，入住率高，生活氛围浓郁，人文素养高，相处和谐，物业方便快捷，安保24小时巡逻，本小区设有门禁管理完善。,此房产权清晰有贷款，房源真实，业主诚心出售，看房方便，享受贝壳优质服务承诺。,,,,,,,
213,港龙新港城 小高层 楼层佳 采光好 户型方正,150万,14493,经开区潞城,港龙.新港城,3室2厅1厨1卫,低楼层 (共18层),103.5㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-03-10,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,港龙新港城 小高层 楼层佳 采光好 户型方正,,小区旁成熟社区，配套设施齐，菜场，娱乐场所，公园 银行 医院，适宜居住 让你步行就满足一切需要,"税费解析： 税费分析 1、契税：首套房，90平米以下成交价的1％，90平米以上成交价的1.5％, 二套房90平以上成交价的2%,2、增值税：产证满2年免收增值税，未满2年征收5.6％； 3、个税：产证满五年而且是一套住房，免收个税，未满5年成交价的1%",小区环境优美，舒适安静 适宜居住，出门即有公交菜场，银行 美食等 人文素养好，乐于助人，相处和谐,,,,,,,,
214,牡丹招商·公园学府 3室2厅 南 北,225万,19566,经开区潞城,牡丹招商·公园学府,3室2厅1厨2卫,低楼层 (共18层),115㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,其他,暂无数据,暂无数据,暂无数据,2024-03-16,商品房,暂无数据,普通住宅,暂无数据,非共有,暂无数据,未上传房本照片,,,,,,,,,,,,,
215,"此房格局好,方正户型,全天采光,户型方正视野好",195万,19500,经开区潞城,美的云筑,3室2厅1厨1卫,中楼层 (共27层),100㎡,暂无数据,暂无数据,暂无数据,南,未知结构,精装,暂无数据,暂无数据,暂无数据,2024-03-05,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,"此房格局好,方正户型,全天采光,户型方正视野好",1:小区生活实施齐全，商场，菜市场，银行等。2:小区内有健身器材，可供小区居民使用。3:小区停车位充足，建有地面临时停车位,,1.契税:A:首套 90平米以下1%B:首套90平米以上1.5%C;二套90平米以下1%D:二套90平米以上2%E:三套3%2.满2年免征，不满2年全额征收5.35%3.个人 :不满5年征1%满5年且房东名下唯一住房可免,"房格局好,户型方正,全天采光,户型方正视野好,干湿分离,明厨明卫",,"业主人友好、热情,很有诚意出售。欢迎看房,随时恭候户型棒,成熟小区管",,,,,,
